Sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,VADER_Sentiment
"Mat kilau is a bad film/movie Which colonizer wants to tell what is the weakness of the country/nation he colonized? Besides in Mat Kilau . Never ending from the beginning ""kaymu maylayu berpeciah baylah . "" Cringed",0.169,0.831,0,-0.743,Negative
"Conclusion , Mat Kilau is a bad but good fictional popcorn movie . Had to stop this movie as a historical movie coz too many unclear facts , clearly . Lastly , it's glitter",0.204,0.595,0.2,0.2144,Positive
"I've seen the Mat Kilau movie that day . But because of many comments after entering Netflix before , I want to enter the scene too . Yes! It's not the best! As a comparison , I can say that Air Force The Movie is better even though some people say that the action is lacking . But at least it's not hyped",0.07,0.785,0.145,0.597,Positive
"As long as I didn't see this Mat Kilau , I tried to keep an open mind but I can't help comparing this movie to certain historical movies from Indonesia such as Kartini , Bumi Manusa etc . Indonesians have other standards",0.073,0.86,0.067,-0.0611,Negative
"For movies , everyone has different taste when it comes to a movie . Some say that Mat Kilau is the best , some say it's almost , some say it's not the best . If you don't like it , why are you still watching? And yeah , one more thing , cursing and yelling doesn't even give us power , it looks like we're stupid",0.11,0.737,0.153,0.6098,Positive
"I don't even think I want to look at it . I know enough about his history , even in that movie he worked out a little bit to become that tall . Do you want to be distracted by the movie , the critic can't be criticized , it's you who are distracted , that syamsul is eating a delicious steak",0.158,0.744,0.098,-0.1366,Negative
"i guess that was just personal opinion bcs i assumed by watching clips/films back then , i thought people in the past didn't talk like THAT ahahahah , to me it was just cringy as i was hoping Mat Kilau to be an extraordinary movie for",0.049,0.886,0.065,0.1754,Positive
The one who condemns that luster,0.398,0.602,0,-0.5106,Negative
"It's wrong to say that our film doesn't get support , while you yourself say that our film (Mat Kilau kilau) is for millions . Of course , the majority of our people support our movie",0.202,0.798,0,-0.7661,Negative
"yes , I know that some will be like 'mat kilau , okay what , at least it's different from other movies , which are fun stories about love or gangsters etc' yes , that is undeniable but all this critic & review means that there is more room for films Malaysia to",0.057,0.726,0.217,0.6796,Positive
"I just finished Mat Kilau today , the movie is fine , it can be 5/10 , it's bland for me , but I understand the message of fighting spirit to convey",0.109,0.774,0.116,-0.2023,Negative
For me Mat Kilau not,0,1,0,0,Neutral
"what's the problem with this Mat Kilau story? Malaysians are condemned to work . You also condemn the air force story . you just make the movie . I don't like it , it's okay , I don't care . sit still",0.302,0.654,0.044,-0.8761,Negative
It's good Mat Kilau borak Space . Convinced me not to watch the,0,0.641,0.359,0.6808,Positive
"Returning from Amimek's house , I went to the night market in the mountain with heavy rain , waiting for the satay to cook , then continue that night to see the glittering Mat Kilau of the neighboring houses . It's good to continue 1 more movie . All kinds of pain",0.067,0.874,0.059,-0.1027,Negative
"; There are so many people condemning the Mat Kilau movie that they just watched on Netflix that they feel like they have a low IQ level . Lol , you're confused , you have a high iq , you can go on the road with your opinion . Aachah2 turned away",0.089,0.805,0.107,0.2263,Positive
"I want to argue about Mat Kilau . this movie is subjective . if you don't like it , tweet once and then shut up",0.189,0.756,0.055,-0.4956,Negative
The Mat Kilau is movie average and not very wow . But at least we know that Malay warriors are great . I agree with the shaky camera,0.131,0.611,0.259,0.751,Positive
The title of the movie Mat Kilau but we learned nothing about Mat Kilau except he's,0,1,0,0,Neutral
"I admit there are flaws . But there are still many good things . So , to those who have reviewed the Mat Kilau . Continue to support other Malay movies and give more reviews . Don't stop at the Mat Kilau because",0,0.741,0.259,0.8892,Positive
"Who here is willing to pay rm25 to watch Malay movies?? Haha , I'm ready to watch kimchi for you at the cinema , you know . . . how much I enjoy Malay movies . From this Mat Kilau movie I see the improvement of Malay movies",0.029,0.722,0.249,0.8924,Positive
"Malaysia day , Mat Kilau movie on netflix . Once again , there are many people who review Mat Kilau . It's worse for people . Be ready to say ""maybe I have high expectations"" . Bro , people have already reviewed the movie many times , you can expect it . I'm not bitter like he says",0.096,0.814,0.089,-0.0971,Negative
Mat Kilau movie really good . . I suggest,0,0.61,0.39,0.4927,Positive
Open netflix right now to see what the hype is all about . Just 15 minutes of the movie and then watch Shippuden . ,0,1,0,0,Neutral
"This is like a very good time to watch mat kilau coz the queen just die and the movie shows how bad the colonizer british treat our country/people , , how they tried to profit of our natural",0.15,0.569,0.28,0.659,Positive
"Tgk Mat Kilau reminds me of RRR . . . the format is the same . . . intensity , background music , action are all the best , only the shaking camera part is a bit lacking . . . But still a",0.042,0.876,0.081,0.3071,Positive
"Mat Kilau is on netflix , it's over , people",0,1,0,0,Neutral
"Just watched Mat Kilau on Netflix . A very decent movie I must say . 3 . 5/5 His martial arts part is the best!!! The dialogue is solid , piercing the heart!!! Cinematography could do better",0,0.732,0.268,0.871,Positive
What is this mat kilau movie . . . 10 mins in and i gave up . Look if I wanted to listen to a ceramah I can easily look for any misogynist Ustaz ceramah on youtube,0,0.921,0.079,0.34,Positive
I'll look at that Mat Kilau later . I feel like I want to watch an English movie but I don't know how,0,0.854,0.146,0.2263,Positive
"Bro , he has already collected millions from this Mat Kilau movie . people don't even care",0.158,0.842,0,-0.3875,Negative
Why do those who watch Mat Kilau on Netflix turn away and curse this Msia movie? This must be a species interested in Marvel movies,0.117,0.7,0.183,0.25,Positive
Haha that Mat Kilau appeals to the masses . Popular but doesn't mean to movie,0,0.755,0.245,0.4404,Positive
It's like a Mat Kilau movie,0,0.615,0.385,0.3612,Positive
Now why do you have to rely on Zhaf to have a movie comment eh? I don't know when he trashed all the movies on your thumbnail for clickbait . Not creative . And Mat Kilau is directed by Syamsul Yusuf . It can be said that this story is just a popcorn movie . Not a top-tier kinda,0.046,0.954,0,-0.3412,Negative
"Not a fan of Mat Kilau but at least I have something to watch on netflix with my parents . Instead of English movie with 'awkward scene' or never ending Malay ghost story , rempit movie , ",0.097,0.833,0.07,0.016,Neutral
Am i the only one who wasn't really impressed with,0.257,0.743,0,-0.4158,Negative
"Many people say that this film is the best , ready to watch it 2-3 times . when you enter netflix , many people say no",0.076,0.692,0.232,0.6705,Positive
"But sis , that's the struggle of our fighters from the age of luck until the end . Their main struggle is to fight for the dignity of religion , nation and homeland . For me the script was realistic , maybe it could be completely interesting with the movie editing technique",0.171,0.644,0.186,0.4478,Positive
"I think , people use the Mat Kilau title just to attract the audience . Because the glittery character doesn't really stand out in this movie . This movie should be titled ""destroying the British in Ulu . """,0.097,0.836,0.067,-0.2732,Negative
"After watching the Mat Kilau movie . The camera is not relaxing . Left right front back . Part opponent to jetty to tgh bersilat to . X relax eh . Time to chat with a lot of people , change the shot every 2 seconds . Eye pain , loss of focus . Suddenly the drone shot , went back in for a close shot",0.139,0.812,0.049,-0.6517,Negative
"It's already on Netflix , I still don't want to watch Mat Kilau . During the first week of the movie , I chose to watch the Elvis movie . It's not because I'm not patriotic , but I want to see the best movie",0.058,0.805,0.137,0.7473,Positive
"It's true that each has an interest , but if the Mat Kilau , the praise is soaring , but when it comes to the Air Force , he says cringe , it's a bit suss . This is my opinion as a casual moviegoer",0,0.75,0.25,0.875,Positive
"thank you Netflix for bringing Mat Kilau to my home TV . proven I did not waste my money/time to go to the cinema , I slept through the movie (thankfully in the comfort of my bed) , not my cup of",0,0.823,0.177,0.7455,Positive
Shoojit Sircar's big laugh,0,0.455,0.545,0.5574,Positive
I know agree to disagree . Why are people so angry when they comment on the Mat Kilau movie? Chill already . Everyone has an opinion,0.233,0.682,0.085,-0.6532,Negative
"instead of watching Mat Kilau , you should watch Paloh , a good pseudo historical movie by adman salleh . although the editing was quite poor I don't mind as long as the actors were paid well",0.091,0.776,0.134,0.1548,Positive
